Quebra 1 ;Quebra 2 ;Código Natureza Despesa;Descrição Natureza Despesa;Código Categoria;Descrição Categoria;Tipo Empenho;Valor Empenhado Período;Valor Empenhado Acumulado;Valor Estorno;Valor Processado;Valor Anulado;Valor O.P;Valor O.P Baixada Período;Valor O.P Baixada Acumulado;
1-CAMARA MUNICIPAL;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;133026883,58;133026883,58;9548734,4;123478149,18;0;123478149,18;123478149,18;123478149,18;
1-CAMARA MUNICIPAL;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;42;Férias Indenizadas, Vencidas E Proporcionais;Orçamentário;31425,07;31425,07;0;31425,07;0;31425,07;31425,07;31425,07;
1-CAMARA MUNICIPAL;-;319113;Obrigações Patronais;8;Contribuições Previdenciárias - Rpps - Pessoal Ativo - Plano Previdenc;Orçamentário;986659,38;986659,38;659936,77;326722,61;0;326722,61;219075,6;219075,6;
1-CAMARA MUNICIPAL;-;339014;Diárias - Civil;14;Diárias No Pais;Orçamentário;3200;3200;1400;1800;0;1800;1800;1800;
1-CAMARA MUNICIPAL;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;57400;57400;41278,8;16121,2;0;16121,2;9840;9840;
1-CAMARA MUNICIPAL;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;99;Outros Serviços;Orçamentário;40977253,13;40977253,13;1765159,22;39212093,91;0;39212093,91;39212093,91;39212093,91;
1-CAMARA MUNICIPAL;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;12;Locação De Máquinas E Equipamentos;Orçamentário;247596;247596;123798;123798;0;123798;0;0;
1-CAMARA MUNICIPAL;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;14;Locação Bens Móveis De Outras Naturezas E Intangíveis;Orçamentário;12300;12300;0;12300;0;12300;12300;12300;
1-CAMARA MUNICIPAL;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;41;Fornecimento De Alimentação;Orçamentário;343580;343580;297699,5;45880,5;0;45880,5;0;0;
1-CAMARA MUNICIPAL;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;43;Serviços De Energia Elétrica;Orçamentário;323823;323823;44706,23;279116,77;0;279116,77;279116,77;279116,77;
1-CAMARA MUNICIPAL;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;44;Serviços De Água E Esgoto;Orçamentário;61664,42;61664,42;33501,38;28163,04;0;28163,04;0;0;
1-CAMARA MUNICIPAL;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;63;Serviços Gráficos;Orçamentário;718420;718420;718420;0;0;0;0;0;
1-CAMARA MUNICIPAL;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;90;Serviços De Publicidade Legal;Orçamentário;6000000;6000000;5338037,5;661962,5;0;661962,5;296087,5;296087,5;
1-CAMARA MUNICIPAL;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;2263895,29;2263895,29;1154150,31;314224,11;0;314224,11;229594,11;229594,11;
1-CAMARA MUNICIPAL;-;339092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;28198;28198;0;28198;0;28198;6162,64;6162,64;
1-CAMARA MUNICIPAL;-;339093;Indenizações E Restituições;99;Diversas Indenizações E Restituições;Orçamentário;7760000;7760000;330610,5;7429389,5;0;7429299,5;7409299,5;7409299,5;
1-CAMARA MUNICIPAL;-;449052;Equipamentos E Material Permanente;33;Equipamentos Para Áudio, Vídeo E Foto;Orçamentário;129360;129360;47259,52;82100,48;0;82100,48;61575,36;61575,36;
1-CAMARA MUNICIPAL;-;469071;Principal Da Dívida Contratual Resgatado;1;Amortização Da Dívida Contratual;Orçamentário;287859,84;287859,84;0;287859,84;0;287859,84;287859,84;287859,84;
11-GOVERNADORIA DO MUNICIPIO;-;319004;Contratação Por Tempo Determinado;11;Salários - Contrato Temporário;Orçamentário;1597645,67;1597645,67;104617,49;1493028,18;0;1485321,15;1485321,15;1485321,15;
11-GOVERNADORIA DO MUNICIPIO;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;1358062,06;1358062,06;538191,92;819870,14;0;819870,14;819870,14;819870,14;
11-GOVERNADORIA DO MUNICIPIO;-;319004;Contratação Por Tempo Determinado;99;Outras Contratações Por Tempo Determinado;Orçamentário;15445991,2;15445991,2;2522359,14;12923632,06;7940,9;12915691,16;12915691,16;12915691,16;
11-GOVERNADORIA DO MUNICIPIO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;149869086,05;149869086,05;44901010,32;104788768,38;0;104787518,15;104787518,15;104787518,15;
11-GOVERNADORIA DO MUNICIPIO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;14098034,07;14098034,07;4424914,07;9673120;0;9673120;9673120;9673120;
11-GOVERNADORIA DO MUNICIPIO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;4617849,08;4617849,08;1828513,82;2789335,26;0;2789335,26;2789335,26;2789335,26;
11-GOVERNADORIA DO MUNICIPIO;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;99;Outras Despesas Fixas - Pessoal Civil;Orçamentário;19160682,24;19160682,24;5438396,07;13722286,17;0;13722286,17;13722286,17;13722286,17;
11-GOVERNADORIA DO MUNICIPIO;-;319092;Despesas De Exercícios Anteriores;11;Vencimentos E Vantagens Fixas - Pessoal Civil;Orçamentário;5868866,39;5868866,39;153876,85;5714989,54;0;5714989,54;5714989,54;5714989,54;
11-GOVERNADORIA DO MUNICIPIO;-;319094;Indenizações E Restituições Trabalhistas;99;Outras Indenizações E Restituições Trabalhistas ;Orçamentário;86212,15;86212,15;0;86212,15;0;86212,15;86212,15;86212,15;
11-GOVERNADORIA DO MUNICIPIO;-;319096;Ressarcimento De Despesas De Pessoal Requisitado;99;Outros Ressarcimentos De Despesas De Pessoal Requisitado;Orçamentário;320000;320000;0;233290,17;0;233290,17;233290,17;233290,17;
11-GOVERNADORIA DO MUNICIPIO;-;335041;Contribuições;0;Contribuições;Orçamentário;168211;168211;0;168211;16821,1;151389,9;151389,9;151389,9;
11-GOVERNADORIA DO MUNICIPIO;-;339008;Outros Benefícios Assistenciais Do Servidor E Do Militar;56;Salário-Família;Orçamentário;36000;36000;20530;15470;0;15470;15470;15470;
11-GOVERNADORIA DO MUNICIPIO;-;339014;Diárias - Civil;14;Diárias No Pais;Orçamentário;168405;168405;2460;165945;0;165945;165945;165945;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;1;Combustíveis E Lubrificantes Automotivos;Orçamentário;1980114,79;1980114,79;124613,93;1533532,46;0;1533532,46;1530780,24;1530780,24;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;4;Gás Engarrafado;Orçamentário;1400;1400;1400;0;0;0;0;0;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;5;Explosivos E Munições;Orçamentário;496391;496391;0;399561;0;399561;399561;399561;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;7;Gêneros De Alimentação;Orçamentário;237063,89;237063,89;0;49911,29;0;49911,29;49911,29;49911,29;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;16;Material De Expediente;Orçamentário;86524,64;86524,64;8368,82;18720;0;18720;18720;18720;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;21;Material De Copa E Cozinha;Orçamentário;23137;23137;0;0;0;0;0;0;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;22;Material De Limpeza E Higienização;Orçamentário;17164,04;17164,04;0;5423,16;0;5423,16;2654;2654;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;23;Uniformes, Tecidos E Aviamentos;Orçamentário;121598,4;121598,4;0;0;0;0;0;0;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;28;Material De Proteção E Segurança;Orçamentário;140060,25;140060,25;0;87310,25;0;87310,25;87310,25;87310,25;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;45;Material Técnico Para Seleção E Treinamento;Orçamentário;4335;4335;0;0;0;0;0;0;
11-GOVERNADORIA DO MUNICIPIO;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;271714,81;271714,81;21747,35;240800,7;269,45;240531,25;240140,05;240140,05;
11-GOVERNADORIA DO MUNICIPIO;-;339033;Passagens E Despesas Com Locomoção;1;Passagens Para O País;Orçamentário;540104,11;540104,11;195656,75;344447,36;0;344447,36;344447,36;344447,36;
11-GOVERNADORIA DO MUNICIPIO;-;339033;Passagens E Despesas Com Locomoção;99;Outras Despesas Com Locomoção;Orçamentário;150000;150000;40056,86;22584,06;0;22584,06;22584,06;22584,06;
11-GOVERNADORIA DO MUNICIPIO;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;15;Locação De Imóveis;Orçamentário;415055,7;415055,7;10184,47;364709,51;0;364709,51;346098,93;346098,93;
11-GOVERNADORIA DO MUNICIPIO;-;339036;Outros Serviços De Terceiros - Pessoa Fisica;28;Serviço De Seleção E Treinamento;Orçamentário;71200;71200;0;68800;0;68800;68800;68800;
11-GOVERNADORIA DO MUNICIPIO;-;339037;Locação De Mao-De-Obra;1;Apoio Administrativo, Técnico E Operacional;Orçamentário;729635,37;729635,37;140214,97;536813,22;0;536813,22;484440,92;484440,92;
11-GOVERNADORIA DO MUNICIPIO;-;339037;Locação De Mao-De-Obra;3;Vigilância Ostensiva;Orçamentário;267954,3;267954,3;74445,7;193508,6;0;193508,6;193508,6;193508,6;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;1;Assinaturas De Periódicos E Anuidades;Orçamentário;38960;38960;7000;31960;0;31960;31960;31960;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;5;Serviços Técnicos Profissionais;Orçamentário;57200;57200;0;56629,09;0;56629,09;56629,09;56629,09;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;10;Locação De Imóveis;Orçamentário;977854,8;977854,8;204827,07;641252,73;0;641252,73;641252,73;641252,73;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;12;Locação De Máquinas E Equipamentos;Orçamentário;132893,98;132893,98;102,24;76141,38;0;76141,38;76141,38;76141,38;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;17;Manutenção E Conservação De Máquinas E Equipamentos;Orçamentário;30240;30240;14400;15840;0;15840;15840;15840;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;19;Manutenção E Conservação De Veículos;Orçamentário;782110,26;782110,26;782010,26;0;0;0;0;0;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;41;Fornecimento De Alimentação;Orçamentário;1705260,25;1705260,25;130900,82;1347424,72;0;1347424,72;1347424,72;1347424,72;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;43;Serviços De Energia Elétrica;Orçamentário;18683,38;18683,38;0;13289,73;0;13289,73;13289,73;13289,73;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;48;Serviço De Seleção E Treinamento;Orçamentário;78630;78630;0;78630;0;78630;78630;78630;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;69;Seguros Em Geral;Orçamentário;1200;1200;0;300;0;300;300;300;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;77;Vigilância Ostensiva;Orçamentário;16800;16800;0;13200;0;13200;13200;13200;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;78;Limpeza E Conservação;Orçamentário;656649,22;656649,22;10862,54;485605,5;0;485605,5;485605,5;485605,5;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;3171701,45;3171701,45;358487,35;2414880,8;0;2414880,8;2308616,04;2308616,04;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;90;Serviços De Publicidade Legal;Orçamentário;43550,85;43550,85;0;34990,29;0;34990,29;33429,17;33429,17;
11-GOVERNADORIA DO MUNICIPIO;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;3213001,07;3213001,07;402860,18;1952570,33;205,8;1944024,53;1894067,84;1894067,84;
11-GOVERNADORIA DO MUNICIPIO;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;1;Locação De Equipamentos De Tecnologia Da Informação E Comunicação - Tic - Ativos De Rede;Orçamentário;1360,56;1360,56;1318,99;41,57;0;41,57;41,57;41,57;
11-GOVERNADORIA DO MUNICIPIO;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;2;Locacao De Equipamentos De Tic - Computadores;Orçamentário;94835,88;94835,88;0;81869,72;0;81869,72;81869,72;81869,72;
11-GOVERNADORIA DO MUNICIPIO;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;4; Locacao De Equipamentos De Tic - Impressoras;Orçamentário;103447,79;103447,79;10457,82;75316,71;0;75316,71;67769,17;67769,17;
11-GOVERNADORIA DO MUNICIPIO;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;99;Outros Servicos De Tic ;Orçamentário;1346754,91;1346754,91;110856,48;1068776,01;0;1068776,01;1067684,01;1067684,01;
11-GOVERNADORIA DO MUNICIPIO;-;339047;Obrigações Tributárias E Contributivas;2;Imposto Sobre A Propriedade Predial E Territorial Urbana - Iptu ;Orçamentário;32943,17;32943,17;7808,31;25134,86;0;25134,86;25134,86;25134,86;
11-GOVERNADORIA DO MUNICIPIO;-;339048;Outros Auxílios Financeiros A Pessoas Fisícas;0;Outros Auxílios Financeiros A Pessoa Física;Orçamentário;57027,86;57027,86;0;56469,93;0;56469,93;56469,93;56469,93;
11-GOVERNADORIA DO MUNICIPIO;-;339091;Sentenças Judiciais;14;Sentenças Judiciais;Orçamentário;700000;700000;0;700000;0;700000;700000;700000;
11-GOVERNADORIA DO MUNICIPIO;-;339091;Sentenças Judiciais;99;Diversas Sentenças;Orçamentário;49995,81;49995,81;0;49995,81;0;49995,81;45145,81;45145,81;
11-GOVERNADORIA DO MUNICIPIO;-;339092;Despesas De Exercícios Anteriores;39;Outros Serviços De Terceiros - Pessoa Jurídica;Orçamentário;31835,61;31835,61;62,95;31772,66;0;31772,66;31772,66;31772,66;
11-GOVERNADORIA DO MUNICIPIO;-;339092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;75459,74;75459,74;0;75459,74;0;75459,74;75459,74;75459,74;
11-GOVERNADORIA DO MUNICIPIO;-;339093;Indenizações E Restituições;99;Diversas Indenizações E Restituições;Orçamentário;40844,06;40844,06;0;40844,06;0;40844,06;40844,06;40844,06;
11-GOVERNADORIA DO MUNICIPIO;-;449052;Equipamentos E Material Permanente;12;Aparelhos E Utensílios Domésticos;Orçamentário;93316,82;93316,82;0;47727,82;0;47727,82;47727,82;47727,82;
11-GOVERNADORIA DO MUNICIPIO;-;449052;Equipamentos E Material Permanente;24;Equipamento De Proteção, Segurança E  Socorro;Orçamentário;395128,4;395128,4;0;112200;0;112200;112200;112200;
11-GOVERNADORIA DO MUNICIPIO;-;449052;Equipamentos E Material Permanente;33;Equipamentos Para Áudio, Vídeo E Foto;Orçamentário;31875;31875;0;0;0;0;0;0;
11-GOVERNADORIA DO MUNICIPIO;-;449052;Equipamentos E Material Permanente;34;Máquinas, Utensílios E Equipamentos  Diversos;Orçamentário;35278,97;35278,97;1369;18388,97;0;18388,97;18388,97;18388,97;
11-GOVERNADORIA DO MUNICIPIO;-;449052;Equipamentos E Material Permanente;35;Equipamentos De Processamento De Dados;Orçamentário;26500;26500;0;26500;0;26500;26500;26500;
11-GOVERNADORIA DO MUNICIPIO;-;449052;Equipamentos E Material Permanente;38;Máquinas, Ferramentas E Utensílios De Oficina;Orçamentário;4699,79;4699,79;0;0;0;0;0;0;
11-GOVERNADORIA DO MUNICIPIO;-;449052;Equipamentos E Material Permanente;42;Mobiliário Em Geral;Orçamentário;27375;27375;0;0;0;0;0;0;
11-GOVERNADORIA DO MUNICIPIO;-;449052;Equipamentos E Material Permanente;52;Veículos De Tração Mecânica;Orçamentário;296340;296340;0;0;0;0;0;0;
11-GOVERNADORIA DO MUNICIPIO;-;449052;Equipamentos E Material Permanente;99;Outros Materiais Permanentes;Orçamentário;739169,64;739169,64;0;739001,54;63440,26;675561,28;675561,28;675561,28;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;319004;Contratação Por Tempo Determinado;11;Salários - Contrato Temporário;Orçamentário;2359123,2;2359123,2;379697,98;1979425,22;0;1979425,22;1975990,27;1975990,27;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;319004;Contratação Por Tempo Determinado;13;13º Salário - Contrato Temporário;Orçamentário;155194,07;155194,07;134,09;155059,98;0;155059,98;155059,98;155059,98;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;1;Vencimentos E Salários;Orçamentário;14400335,45;14400335,45;1790480,52;12609854,93;0;12609854,93;12608556,63;12608556,63;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;43;13º Salário;Orçamentário;1026798;1026798;1298,3;1025499,7;0;1025499,7;1025499,7;1025499,7;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;44;Férias - Abono Pecuniário;Orçamentário;437251,4;437251,4;181596,71;255654,69;0;255654,69;255654,69;255654,69;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;319011;Vencimentos E Vantagens Fixas -  Pessoal Civil;99;Outras Despesas Fixas - Pessoal Civil;Orçamentário;13621,43;13621,43;13426,43;195;0;195;195;195;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;319096;Ressarcimento De Despesas De Pessoal Requisitado;2;Pessoal Requisitado De Outros Entes;Orçamentário;152495,2;152495,2;8059,68;144435,52;0;144435,52;144435,52;144435,52;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;333041;Contribuições;0;Contribuições;Orçamentário;294479,63;294479,63;0;294479,63;0;294479,63;0;0;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339008;Outros Benefícios Assistenciais Do Servidor E Do Militar;56;Salário-Família;Orçamentário;3860,07;3860,07;2495,07;1365;0;1365;1365;1365;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339014;Diárias - Civil;14;Diárias No Pais;Orçamentário;32840;32840;0;32840;0;32840;32840;32840;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339030;Material De Consumo;1;Combustíveis E Lubrificantes Automotivos;Orçamentário;1907111,5;1907111,5;107857,6;1443041,82;0;1443041,82;1443041,82;1443041,82;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339030;Material De Consumo;7;Gêneros De Alimentação;Orçamentário;38874,9;38874,9;0;38874,9;0;38874,9;38874,9;38874,9;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339030;Material De Consumo;16;Material De Expediente;Orçamentário;53551,6;53551,6;13000;22851,6;0;22851,6;22851,6;22851,6;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339030;Material De Consumo;17;Material De Processamento De Dados;Orçamentário;942,86;942,86;0;760,4;0;760,4;760,4;760,4;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339030;Material De Consumo;22;Material De Limpeza E Higienização;Orçamentário;69997,8;69997,8;0;47751;0;47751;47751;47751;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339030;Material De Consumo;23;Uniformes, Tecidos E Aviamentos;Orçamentário;38580,5;38580,5;0;0;0;0;0;0;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339030;Material De Consumo;99;Outros Materiais De Consumo;Orçamentário;45766,18;45766,18;45;34210,88;0;34210,88;34210,88;34210,88;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339033;Passagens E Despesas Com Locomoção;1;Passagens Para O País;Orçamentário;48075,18;48075,18;0;43940,07;0;43940,07;43940,07;43940,07;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;5;Serviços Técnicos Profissionais;Orçamentário;666351,98;666351,98;4306,67;543862,16;0;543862,16;540861,73;540861,73;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;12;Locação De Máquinas E Equipamentos;Orçamentário;459062,8;459062,8;78207,5;375862,57;0;375862,57;59467,06;59467,06;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;14;Locação Bens Móveis De Outras Naturezas E Intangíveis;Orçamentário;524316,44;524316,44;230,28;474723,76;0;474723,76;434787,5;434787,5;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;16;Manutenção E Conservação De Bens Imóveis;Orçamentário;60890644,05;60890644,05;25145781,32;32454827,31;0;32454827,31;28556357,69;28556357,69;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;17;Manutenção E Conservação De Máquinas E Equipamentos;Orçamentário;1714577,75;1714577,75;219334,72;1298573,41;0;1298573,41;1298573,41;1298573,41;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;22;Exposições, Congressos E Conferências;Orçamentário;3978;3978;0;3978;0;3978;3978;3978;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;41;Fornecimento De Alimentação;Orçamentário;1603180;1603180;475495,94;941280,75;0;941280,75;941280,75;941280,75;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;43;Serviços De Energia Elétrica;Orçamentário;100841706,45;100841706,45;41329012,72;51157489,61;0;51157489,61;51157489,61;51157489,61;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;44;Serviços De Água E Esgoto;Orçamentário;3712934,29;3712934,29;259552,35;3234722,69;0;3234722,69;3234722,69;3234722,69;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;63;Serviços Gráficos;Orçamentário;1050;1050;0;945;0;945;945;945;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;81;Serviços Bancários;Orçamentário;230;230;230;0;0;0;0;0;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;82;Locação De Veiculos;Orçamentário;2787888,56;2787888,56;105702,65;2333045,99;0;2333045,99;2333045,99;2333045,99;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;92;Tarifas Bancárias - Pagamento;Orçamentário;539,15;539,15;119,69;212,41;0;212,41;212,41;212,41;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;98;Tarifas Bancárias - Recebimento;Orçamentário;1139,2;1139,2;381,09;758,11;0;758,11;758,11;758,11;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339039;Outros Serviços De Terceiros -  Pessoa Jurídica;99;Outros Serviços De Terceiros -Pessoa Jurídica;Orçamentário;676619875,01;676619875,01;65957288,92;545352370,35;0;545352370,35;539212621,87;539212621,87;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;16;Outsourcing De Impressao;Orçamentário;39768,08;39768,08;4745,74;31513,14;0;31513,14;31513,14;31513,14;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339040;Serviços De Tecnologia Da Informação E Comunicação - Pj;99;Outros Servicos De Tic ;Orçamentário;18100;18100;0;18100;0;18100;18100;18100;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;339092;Despesas De Exercícios Anteriores;99;Outras Despesas De Exercícios Anteriores;Orçamentário;70563550,18;70563550,18;0;70563550,18;0;70563550,18;70563550,18;70563550,18;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;449051;Obras E Instalações;91;Obras Em Andamento;Orçamentário;18004038,36;18004038,36;2950667,77;12866902,72;0;12866902,72;11113036,92;11113036,92;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;449051;Obras E Instalações;99;Outras Obras E Instalações;Orçamentário;12467185,23;12467185,23;1286581,83;5105577,05;0;5105577,05;5105577,05;5105577,05;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;449052;Equipamentos E Material Permanente;35;Equipamentos De Processamento De Dados;Orçamentário;4345,12;4345,12;0;4345,12;0;4345,12;4345,12;4345,12;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;449052;Equipamentos E Material Permanente;42;Mobiliário Em Geral;Orçamentário;19522,71;19522,71;0;19522,71;0;19522,71;19522,71;19522,71;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;449093;Indenizações E Restituições;0;Indenizações E Restituições;Orçamentário;3400162,37;3400162,37;0;3400162,37;0;3400162,37;0;0;
12-SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS;-;469071;Principal Da Dívida Contratual Resgatado;1;Amortização Da Dívida Contratual;Orçamentário;7382426,15;7382426,15;795343,19;6587082,96;0;6587082,96;6587082,96;6587082,96;
